link|name|location|company|date|description|date_of_download
https://rabota.sber.ru/search/4215747|Менеджер по инвестиционным и страховым продуктам в канале Премьер|г Рязань, Рязанская область||04 октября 2023|"Команда Инвестиционно-страховых менеджеров (инвестиционных тренеров) подразделений Финансовой грамотности и развития продаж продуктов благосостояния занимается обучением, консультированием и сопровождением работы сотрудников сети офисов, обслуживающих массовый сегмент, по инвестиционно-накопительным и страховым продуктам, а также готовым инвестиционным стратегиям.
Цель команды УППБ – помогать клиентским менеджерам накапливать экспертизу и повышать качество консультирования клиентов по инвестиционно-страховым продуктам.
Обязанности
Развитие бизнеса благосостояния в территориальном банке;
Организация и поддержка продаж продуктов благосостояния в сети территориального банка;
Принимает участие в регулярных обучающих активностях, включая обучение новым продуктам и модификациям, бизнес-зарядках и прочих видах обучения;
Ежедневно следит за новостями фондового и страхового рынка, используя эти знания при выполнении своих обязанностей.
Требования
Опыт работы профильный (с инвестиционно-страховыми продуктами)/в продажах/в обучении) не менее 2 лет;
Выполнение КПЭ и показателей качества продаж;
Специальные практические знания в области страхования, пенсионного обеспечения, фондового рынка, управления активами;
Специальные практические знания технологий продаж;
Практические навыки продаж и работы с возражениями;
Специальные практические знания особенностей обучения взрослых, навыки проведения бизнес-тренингов;
Специальные практические знания и навыки в области наставничества;
Навыки убедительной коммуникации и влияния с целью развития, мотивирования и воздействия на поведение других;
Знания и навыки по анализу портфеля клиента, анализу доходности инструментов портфеля и интерпретации этих данных;
Развитое системное мышление, аналитический склад ума, стрессоустойчивость, высокий уровень работоспособности.
Условия
Cтабильный оклад и социальная поддержка сотрудников;
Расширенный ДМС с первого дня и льготное страхование для близких;
Регулярное корпоративное и внешнее обучение;
Бесплатная подписка СберПрайм+ и скидки на продукты компаний-партнеров;
Работа в лучшем офисе;
Ипотека выгоднее на 4% для каждого сотрудника;
Скидки на путешествия;
Корпоративная пенсионная программа."|2023-10-09 16:50:51.479253
https://rabota.sber.ru/search/4215345|Инженер по сопровождению (Дежурная служба)|г Самара, Самарская область||04 октября 2023|"Территориально распределенная группа сопровождения с площадками в Мск, СПб, Хабаровске. Ключевая задача - обеспечение надежности и доступности учетных АС в промышленных и тестовых средах. Профессиональный коллектив, дружелюбная и комфортная рабочая атмосфера.
Обязанности
мониторинг работоспособности сопровождаемых АС (автоматизированных систем)
выполнение регламентных технологических процедур на сопровождаемых АС
оперативный анализ возникающих проблем в АС
регистрация инцидентов по отклонениям мониторингов, сбор ТКС и участие в устранении инцидентов под руководством администратора АС
решение типовых пользовательских обращений
оценка технологических работ на инфраструктуре в части влияния на сопровождаемые АС
поддержка технологических работ на инфраструктуре (акцентированный мониторинг, участие в ТКС работ, выполнение проверок работоспособности АС по завершению работ)
решение типовых пользовательских обращений
анализ результатов мониторинга АС, предложения по доработке мониторинга, улучшению производительности и надежности систем
анализ логов ИТ-систем
участие во внедрениях АС.
Требования
высшее техническое образование (или студент старших курсов)
базовые знания о системах управления базами данных
базовые навыки написания SQL-запросов
понимание трехзвенной архитектуры приложений
базовые навыки работы и администрирования с Unix-подобными операционными системами.
Условия
трудоустройство и работа согласно ТК РФ
полный социальный пакет + корпоративный пакет, дисконт-программы от компаний партнеров
возможность карьерного и профессионального развития
обучение и сертификация за счет компании."|2023-10-09 16:50:51.526451
https://rabota.sber.ru/search/4216363|Разработчик С/C++|г Москва||04 октября 2023|"Проект собственной Системы Хранения Данных для Сбербанка – это амбициозная задача по созданию СХД из лучших мировых практик. Сложность уровня Big Enterprise, масштабируемость уровня Google, скорость на уровне современных суперкомпьютеров.
Проект абсолютно новый, с полным отсутствием legacy. Полностью обеспечен современным высокотехнологическим железом.
Обязанности
заниматься разработкой распределенной, отказоустойчивой, высоконагруженной программно-определяемой системы хранения данных
проектировать и разрабатывать протоколы взаимодействия узлов кластера между собой.
заниматься написанием модулей СХД
заниматься написанием вспомогательного ПО (мониторинг, автотесты и прочее)
писать код в ultra low latency стиле, с микросекундными задержками
Требования
уверенное владение С\C++
понимать принципы работы ядра Linux (memory management; network/file/block layer)
опыт разработки многопоточных и асинхронных приложений
опыт разработки сетевых приложений (TCP/IP)
Будет плюсом:
знание XDP, eDPF, RDMA, ZeroCopy
опыт с библиотеками DPDK, SPDK, PMDK
Условия
официальное оформление по ТК РФ;
ДМС для сотрудников и скидки на медицинскую страховку для родственников, а также страхование от несчастных случаев;
работа в команде профессионалов, возможность разрабатывать уникальные и крупные проекты масштаба нашей страны, возможность принять участие в разработке продуктов от идеи до реализации;Обучение за счет компании (корпоративный университет, библиотека, внешнее обучение);
возможность участвовать и выступать на российских и международных IT-конференциях;;
возможность организации удаленного работы (в т.ч. из любого региона – до 3 месяцев в году);
яркая и насыщенная корпоративная жизнь;
широкий спектр дисконт–программ, скидок и привилегий от компаний-партнеров;
льготное кредитование и ипотека в Сбербанке – возможность пользоваться премиальными продуктами Банка на специальных условиях."|2023-10-09 16:50:51.577130
https://rabota.sber.ru/search/4216493|Старший кредитный аналитик|г Калуга, Калужская область||04 октября 2023|"Сбер — лучший работодатель России. У нас 14 тысяч подразделений по всей стране и возможности развития для каждого сотрудника.
Обязанности
выезд на место ведения бизнеса для сбора информации о финансово-хозяйственной деятельности Клиента
осуществление проведение комплексной экспертизы сделки (лимита), в том числе полный финансовый анализ заемщика и (при необходимости) основных участников сделки, а также анализ прогноза денежных потоков по клиенту и/или проекту
определение группы связанных лиц, группы связанных Заемщиков, консолидированной группы, структурирование кредитной сделки
анализ возможности и целесообразности работы с клиентом, исходя из полученной от клиента и служб Банка информации и основных критериев оценки кредитоспособности
работа с залоговым обеспечением, оценка юридических рисков
подготовка заключений на соответствующий коллегиальный орган Банка с учетом уровня принятия решения, организация процесса принятия решения по кредитным сделкам
мониторинг финансового состояния и расчет резерва по индивидуально классифицируемым ссудам
осуществление мероприятий по работе с проблемной задолженностью в рамках модели-Внедрение индивидуальной системы сбора.
Требования
высшее образование (математическое, экономическое/финансовое)
опыт работы в кредитовании корпоративных клиентов, андеррайтинга, аудита или консалтинга корпоративных клиентов от 1-го года
опыт проведения финансово-экономического анализа предприятий
знание финансовой и бухгалтерской отчетности предприятий
знание основ экономики, знание основ и инструментов риск-менеджмента
навыки проведения переговоров с внешними и внутренними клиентами.
Условия
стабильный оклад и социальная поддержка сотрудников
официальное оформление с первого дня
корпоративное обучение в Виртуальной школе Сбера
расширенный ДМС с первого дня и льготное страхование для близких
бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров
корпоративная пенсионная программа
ипотека выгоднее на 4% для каждого сотрудника."|2023-10-09 16:50:51.625531
https://rabota.sber.ru/search/4202804|Java-разработчик|г Сочи, Краснодарский край||04 октября 2023|"Наше подразделение осуществляет операции с аккредитивами на территории РФ, а также с международными аккредитивами юридических лиц. Аккредитивами рассчитываются в сделках при покупке товаров и услуг, включая недвижимость. Ищем системного аналитика для участия в разработке новой системы сопровождения аккредитивов.
Обязанности
разработка системы/сервисов для автоматизации продуктовых процессов банка.
Требования
опыт промышленной разработки на Java от 1 года
уверенное владение Spring
умение работать с базами данных
знание паттернов проектирования ПО
опыт разработки web-сервисов на основе REST
опыт в разработке интеграционных сервисов IBM MQ, Tibco, ActiveMQ, RabbitMQ, Kafka, etc
опыт разработки микросервисов будет большим плюсом, и все, что с ними связано тоже – Hystrix, Eureka, Consul, Docker, Kubernetes
Условия
Мы предлагаем:
работу по Agile с лучшими из IT индустрии: 2000 продуктовых команд и возможность внутреннего перемещения
стабильный оклад и социальную поддержку сотрудников
мощное железо, дополнительные мониторы и всё, что нужно для продуктивной работы
официальное оформление с первого дня
расширенный ДМС с первого дня и льготное страхование для близких
корпоративное обучение, семинары, тренинги, конференции
бесплатную подписку СберПрайм+ и скидки на продукты компаний-партнеров
корпоративную пенсионную программ"|2023-10-09 16:50:51.672673
https://rabota.sber.ru/search/4207861|Аналитик данных|г Москва||04 октября 2023|"Мы работаем в Штабе дивизиона «Центр Корпоративных Решений» для Корпоративного блока Сбербанка, в зоне ответственности аналитика и отчетность по всем направления деятельности, мотивация, процессы, новые технологические решения.

Наш проект «отчетность на «QlikSense» – продукт абсолютно для всех сотрудников (4500 сотрудников), мы разрабатываем прозрачную, удобную отчетность с простым понятным интерфейсом. От нашей работы во многом зависит выполнение ключевых целей подразделения, способность оперативно реагировать на изменения в бизнесе и многое другое. В нашей команде 16 человек в двух городах – Москва и Новосибирск.
Обязанности
анализ данных и бизнес-процессов
подготовка отчетности
проверка гипотез
выявление причинно-следственных связей и закономерностей и т.п. с использованием Python и/или SQL
Требования
 владение  SQL и принципами работы с базами данных (MySQL, SAS EG, Oracle, MS SQL и т.п.
  опыт работы с QlikSense и другими инструментами визуализации отчетности,
   владение Excel на свободном уровне (сводные таблицы, ВПР/ГПР, формулы, графики и др.)
   имеете опыт работы аналитиком данных (анализ данных и бизнес-процессов, подготовка отчетности, проверка гипотез, выявление причинно-следственных связей и закономерностей и т.п.) с использованием Python и / или SQL
Условия
работа в крупнейшем банке России;
трудоустройство согласно ТК РФ;
регулярное корпоративное обучение;
ДМС, страхование от несчастных случаев и тяжелых заболеваний;
материальная помощь и социальная поддержка, корпоративная пенсионная программа;
льготные условия кредитования;
яркая и насыщенная корпоративная жизнь."|2023-10-09 16:50:51.717993
https://rabota.sber.ru/search/4216306|Инженер-локальный координатор (процессы ITSM)|г Москва||04 октября 2023|"Команда сопровождения Департамента общих прикладных сервисов Банка в поисках Координатора по процессам сопровождения АС.
Обязанности
организация работы и контроль ключевых показателей процессов сопровождения в Департаменте в соотdетствии с требованиями Банка
анализ статистических данных
формирование отчетности по достижениям и отклонениям Департамента;
внесение предложений по изменению в процессах
создание инструкций/презентаций/дорожных карт по процессу.
Требования
законченное высшее IT/ экономическое образование
опыт работы в аналогичном направлении от 1-го года
навыки анализа данных и работы со сводными таблицами и графиками
навыки создания отчетности и презентаций
навыки работы с ПК и оргтехникой на уровне уверенного пользователя
опыт работы с процессами ITSM желателен
опыт работы в IT/банковской сфере желателен
навыки работы с SQL-запросами приветствуются
навыки организации работ и координирования деятельности групп специалистов в банковской сфере приветствуются.
Личные качества:
аналитическое мышление
высокий уровень стрессоустойчивости
умение работать в режиме многозадачности с большими объемами информации
коммуникабельность.
Условия
оформление по ТК РФ;
график работы 5/2 в офисе (суббота, воскресенье – выходные);
доход состоит из оклада и премии по итогам года;
социальный пакет: ДМС, тренажерный зал, корпоративные программы лояльности, льготные условия кредитования и др.;
корпоративное обучение;
дружный коллектив профессионалов;
современное и удобное пространство для работы по адресу: Кутузовский пр-т 32к1 (в пешей доступности от ст.метро и МЦК Кутузовская) либо 2-й Южнопортовый пр., 12Ак1с1 (м.Кожуховская)."|2023-10-09 16:50:51.762536
https://rabota.sber.ru/search/4215924|Старший кредитный аналитик|г Тольятти, Самарская область||04 октября 2023|"Сбер — лучший работодатель России. У нас более 60 компаний экосистемы и 14 тысяч подразделений по всей стране.
Присоединяйся к команде малого бизнеса Сбера! На позиции «Старшего кредитного аналитика» ты будешь структурировать кредитные сделки клиентов ММБ, общаться с предпринимателями и руководителями компаний малого бизнеса, а также проводить анализ финансово-хозяйственной деятельности компании.
Обязанности
проведение комплексной экспертизы сделки (лимита), в том числе полный финансовый анализ заемщика и (при необходимости) основных участников сделки, а также анализ прогноза денежных потоков по клиенту и/или проекту;
анализ возможности и целесообразности работы с клиентом, исходя из полученной от клиента и служб Банка информации и основных критериев оценки кредитоспособности;
работа с залоговым обеспечением, оценка юридических рисков;
подготовка заключений на соответствующий коллегиальный орган Банка с учетом уровня принятия решения, организация процесса принятия решения по кредитным сделкам;
Требования
высшее образование (техническое, математическое, экономическое/финансовое);
опыт работы в кредитовании корпоративных клиентов, андеррайтинга, аудита или консалтинга от 1-го года;
знание анализа финансово - хозяйственной деятельности;
владение стандартным ПО (Microsoft Word, Microsoft Eхсel, Internet Explorer, Outlook)
способность справляться со сложными ситуациями и выдерживать высокий темп работы;
доброжелательность, готовность оказывать помощь окружающим;
внимательность к деталям;
аналитические способности;
мотивация на стабильную работу, связанную с обслуживанием клиентов.
Условия
стабильный оклад и социальная поддержка сотрудников;
официальное оформление с первого дня;
расширенный ДМС с первого дня и льготное страхование для близких;
бесплатная подписка СберПрайм+ и скидки на продукты компаний-партнёров;
ипотека выгоднее на 4% для каждого сотрудника."|2023-10-09 16:50:51.812482
https://rabota.sber.ru/search/4208852|Application Security аналитик (специалист по информационной безопасности)|г Санкт-Петербург||04 октября 2023|"Объявлен поиск сотрудника на позицию AppSec аналитика.
Обязанности
Развитие SSDLC
Автоматизация DevSecOps
Развитие ИБ-тестирования
Контроль и выполнения работ связанных с развитием ИБ 
Обучение сотрудников
Развитие компетенции ИБ в продуктовых командах
Требования
Опыт работы в должности от 2 лет
Знания основных векторов атак на современные приложения (web, mobile, desktop), методов обхода защиты на уровне приложений и наложенных средств защиты
Знания основных приемов митигации распространенных уязвимостей на приложения
Понимание SSDLC стандартов и методов разработки защищенного ПО
Понимание принципов работы реляционных БД, опыт проектирования схем БД и исследования данных
Разработка ПО или автоматизация (java, python)
Опыт организации работы над проектом с необходимостью выстраивать кросс-взаимодействия
Опыт работы с практиками анализа приложений (SAST, SCA, DAST)
Проактивность, самостоятельность в решении задач и открытость
Условия
высокий доход
годовая премия
полный рабочий день, но гибкий график, можно выбрать время начала работы.
Мы заботимся о вашем здоровье:
добровольное медицинское страхование, страхование жизни и здоровья с первого дня
возможность подключить своих родственников к программе ДМС
получение дополнительной скидки от партнёрских программ с фитнес-центрами
полис выезжающих за рубеж
телемедицина.
Обучаем:
доступ к виртуальной школе Сбербанка 24/7
бесплатная электронная библиотека более 1000 книг
участие в конференциях.
А ещё у нас:
пятница - сокращённый рабочий день
льготные программы кредитования в ПАО Сбербанк
скидки от компаний-партнеров Группы Сбербанка (санаторно-курортные программы, страхование, рестораны, магазины и многое другое)
возможность получить бонус, рекомендовав друга на вакансию компании
новогодние подарки для детей
материальная помощь при рождении детей и др. семейным обстоятельствам
активная спортивная жизнь (тренировки и участие в турнирах по футболу, хоккею, волейболу, баскетболу)
своя команда КВН
скидки на мобильную связь."|2023-10-09 16:50:51.856576
https://rabota.sber.ru/search/4211949|Руководитель направления ИБ|г Москва||04 октября 2023|"SberLinux OS - это семейство современных RPM-based дистрибутивов, разработанное внутри группы компаний СБЕР, для решения задач серверных и контейнерных вычислений с использованием передовых технологий контейнеризации и виртуализации.
Обязанности
организация разработки, производство, проведение испытаний СЗИ
организация поддержки разработанных СЗИ
организация обеспечения требований безопасной разработки программного обеспечения (ГОСТ Р 58412)
организация и контроль исполнения требований ГОСТ Р 56939
подготовка и аудит материалов для сертификации и/или лицензирования ФСТЭК
организация проведение внутреннего аудита ИБ
Требования
знание механизмов защиты опер систем и инструментов настройки безопасности
знание основных регламентирующих подзаконных актов и документов регламентирующих разработку и эксплуатацию СЗИ
наличие опыта в разработке и сертификации СЗИ
знание основных профилей защиты
подготовка материалов для сертификации и/или лицензирования ФСТЭК
проведение внутреннего аудита ИБ
опыт проведения анализа скрытых каналов
экспертные оценки трудоёмкости работ
Будет дополнительным преимуществом:

опыт сертификации СЗИ (ОС, системные приложения)
опыт работы в испытательной лаборатории (ФСТЭК)
опыт работы с продуктами RedHat
Условия
бесплатное обучение в Корпоративном университете, Виртуальная школа, IT конференции, митапы
ДМС, страхование жизни, корпоративная пенсионная программа
ипотека до 5% (у нас есть статус IT компании)
реферальная программа (бонус до 100 000 рублей)
скидки на отдых на лучших курортах в Сочи, Ялте и Алтае
бесплатная подписка СберПрайм+, скидки от компаний партнеров
офис/спортзал/парковка – всё в одном месте (БЦ Даниловский Форт)"|2023-10-09 16:50:51.904486
https://rabota.sber.ru/search/4216473|Клиентский менеджер|г Вельск, Архангельская область||04 октября 2023|"Каждый второй предприниматель малого и среднего бизнеса в России работает со Сбером. Наша команда создаёт технологичные решения, постоянно улучшает свои навыки и развивается вместе с малым бизнесом страны. Откликайся, а мы поможем тебе освоить специальность, предоставим все необходимое для успешной работы и развития!
Что нужно делать:
консультировать корпоративных клиентов по продуктам и услугам
регистрировать новых клиентов Сбера в офисе или на выезде
обслуживать юридические лица при открытии расчётного счета
продавать банковские продукты и помогать с их оформлением.
Мы ждем, что ты:
специалист с высшим образованием или со средним специальным, но в области финансов, экономики, бухгалтерии или банковской сферы
работал в сфере продаж или обслуживания клиентов больше года
готов выезжать на встречи с клиентами за пределами офиса
доброжелателен, умеешь находить общий язык с разными людьми
хочешь начать карьеру в корпоративном бизнесе.
Что мы предлагаем:
квартальную, годовую премию и ежегодный пересмотр зарплаты
возможность влиять на свой доход
оплату транспортных расходов, корпоративную мобильную связь и планшет
программу адаптации и помощь руководителя на старте
работа со всеми отраслями бизнеса и широкая линейка продуктов
расширенный ДМС и льготное страхование для семьи
уникальную систему обучения Сбера для карьерного развития и роста
бесплатную подписку СберПрайм+, скидки на продукты компаний-партнеров
вознаграждение за рекомендацию друзей в команду Сбера.


Мы будем рады, если у тебя есть опыт в компаниях: ВТБ, Альфа Банк, Тинькофф, Промсвязьбанк, Открытие, Юникредит Банк, Газпромбанк, Россельхозбанк. Райффайзен Банк, Ситибанк, Совкомбанк.

#менеджер_по_продажам #менеджер_по_работе_с_корпоративными_клиентами #менеджер_по_работе_с_юридическими_лицами #клиентский_менеджер #менеджер_по_привлечению_клиентов #менеджер_по_продаже_услуг_бизнесу #менеджер_по_лизингу"|2023-10-09 16:50:51.947156
https://rabota.sber.ru/search/4216229|Кредитный инспектор|г Самара, Самарская область||04 октября 2023|"Сбер — это более 60 компаний экосистемы, 14 тысяч подразделений, а масштабы компании и система поддержки сотрудников открывают возможности для карьеры в любом направлении.

В управлении кредитования открыт конкурс на должность Кредитного инспектора.
Обязанности
рассмотрение сложноструктурированных кредитных сделок.
участие во встречах с заемщиками для обсуждения потребности Заемщика в кредитных продуктах, возможных вариантов структуры планируемых сделок
осуществление комплекса мероприятий, направленных на разработку оптимальной структуры и условий финансирования сложных кредитных сделок. Разработка индивидуальных схем с применением различных продуктов банка
организация специализированной экспертизы проектов (в т.ч. экспертизы правовой, разрешительной, контрактной документации)
подготовка кредитных заявок на рассмотрение коллегиальным органом банка
проведение работы по реструктуризации/погашению проблемной задолженности. Осуществление мероприятий по работе с проблемной и потенциально-проблемной задолженностью клиентов
Требования
высшее образование (экономическое, юридическое, финансовое, техническое)
стаж работы в банковской / финансовой сфере не менее 4-х лет
знание финансового анализа предприятий
Опыт работы по кредитованию юридических лиц (структурирование кредитных сделок в кредитующем подразделении или оценка кредитных рисков в подразделении рисков)
аналитический склад ума, внимательность, ориентация на результат
Условия
Пятидневная рабочая неделя с 9:00-18:00, в пятницу до 16:45
Стабильный оклад и премии по итогам работы (11 грейд)
Льготные условия кредитования
ДМС с первого дня и льготное страхование для близких
Бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Delivery Club, Самокат, Сбер Еаптека и других
Корпоративная пенсионная программа
Обучение за счет компании: онлайн курсы в Виртуальной школе Сбера, возможность получить новую квалификацию
Корпоративный спортзал и скидки в спортзалы-партнеры (если есть на территории)."|2023-10-09 16:50:51.995750
https://rabota.sber.ru/search/4215052|Backend Developer C#|г Москва||04 октября 2023|"Приглашаем в команду СберНПФ C# разработчика для реализации проекта Программы долгосрочного страхования.
Обязанности
Разработка API и интеграционных сервисов для личного кабинета клиента
Требования
Уверенные знания C# и платформы .NET 5, LINQ, многопоточность;
Опыт разработки Web API и применения лучших практик;
Опыт работы с PostrgeSQL;
Automapper;
Опыт работы с Entity Framework или Dapper;
Понимание принципов работы HTTP, REST, ООП;
git и понимание git flow;

Будет плюсом:


Опыт работы с базами данных и кешированием MS SQL, MongoDb, Redis
Опыт работы с контейнеризацией через Docker и Kubernetes
Работа с очередями с помощью Kafka
Опыт написания автотестов с применением xUnit, Moq
Способность вести разработку в среде VS Code
Условия
Гибридный формат работы (с гибким началом дня);
Отсутствие строго дресс-кода;
Стабильный оклад и социальная поддержка сотрудников;
ДМС с первого дня работы для сотрудников и льготная медицинская страховка для близких;
Ипотека выгоднее на 4 п.п. для каждого сотрудника;
Корпоративная пенсионная программа;
Корпоративное обучение за счет компании;
Реферальная программа для сотрудников: можно пригласить в команду знакомых профессионалов и получить вознаграждение до 100 тыс. рублей;
Официальное оформление с первого дня;
Скидки на продукты Сбера и компаний экосистемы."|2023-10-09 16:50:52.042585
https://rabota.sber.ru/search/4216438|Стажер в отдел кредитования|г Екатеринбург, Свердловская область||04 октября 2023|"Сбер сегодня — главный банк страны и одновременно с этим технологичная компания, включающая 8 центров исследований и разработок, 14 подразделений, свыше 101,5 млн пользователей продуктов.
Ты можешь стать частью всего этого!

Мы приглашаем принять участие в конкурсе в отдел кредитования клиентов малого бизнеса на позицию кредитного инспектора.
Обязанности
В рамках стажировки в твои задачи будет входить:
комплексный анализ финансово-хозяйственной деятельности предприятий;
анализ рисков и способов их митигации;
структурирование кредитных предложений.
Требования
студент очной формы обучения (не ниже 4 курса);
готов работать от 20 часов в неделю;
экономический профиль обучения (желательно: бухгалтерия, экономика фирмы, финансовый анализ);
средний балл зачетной книжки не менее 4,2, (желательно красный диплом уровня бакалавра).
Условия
официальное трудоустройство;
возможность гибкого графика (от 20 - 40 часов в неделю);
обучение за счет компании: онлайн курсы в Виртуальной школе Сбера, возможность получить новую квалификацию
помощь наставника и поддержка коллег;
бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Delivery Club, Самокат, Сбер Еаптека и других."|2023-10-09 16:50:52.087694
